Fitness
7.753822766919511
4.697048214580317
0.8921666324861306
0.4418606641605223
0.4418606641605223
0.4418606641605223
0.4418606641605223
0.058888805536859934
0.058888805536859934
0.058888805536859934
0.058888805536859934
0.039897460620771596
0.039897460620771596
0.039897460620771596
0.039897460620771596
0.039897460620771596
0.0047871547268734105
0.0047871547268734105
0.0047871547268734105
0.0047871547268734105
0.0017151212242261238
0.0017151212242261238
0.0008442715076704133
0.0008442715076704133
0.0008442715076704133
0.00040305411255658896
0.00040305411255658896
0.00040305411255658896
0.0002481021903228964
0.0002481021903228964
0.00020017100524327702
0.00020017100524327702
4.288799332030635e-05
4.288799332030635e-05
4.288799332030635e-05
4.288799332030635e-05
4.288799332030635e-05
4.288799332030635e-05
4.288799332030635e-05
2.5631093365063862e-05
2.5631093365063862e-05
3.4302906541938682e-06
3.4302906541938682e-06
3.4302906541938682e-06
3.4302906541938682e-06
3.4302906541938682e-06
3.4302906541938682e-06
3.4302906541938682e-06
1.2216829858857636e-07
1.2216829858857636e-07
1.2216829858857636e-07
1.2216829858857636e-07
1.2216829858857636e-07
1.2216829858857636e-07
1.2216829858857636e-07
9.01856900270559e-08
4.615489856973909e-08
4.615489856973909e-08
4.615489856973909e-08
4.615489856973909e-08
4.615489856973909e-08
1.5584369350563065e-08
1.3068202520116756e-08
1.3068202520116756e-08
9.853945215354543e-09
9.853945215354543e-09
9.853945215354543e-09
9.853945215354543e-09
6.319176293345663e-09
2.7034161576011684e-09
2.7034161576011684e-09
2.7034161576011684e-09
2.7034161576011684e-09
2.7034161576011684e-09
4.0175862636715465e-10
4.0175862636715465e-10
4.0175862636715465e-10
4.0175862636715465e-10
4.0175862636715465e-10
4.0175862636715465e-10
8.970602038971265e-12
8.970602038971265e-12
8.970602038971265e-12
8.970602038971265e-12
8.970602038971265e-12
8.970602038971265e-12
8.970602038971265e-12
8.970602038971265e-12
5.968558980384842e-13
5.968558980384842e-13
5.968558980384842e-13
5.968558980384842e-13
5.968558980384842e-13
5.968558980384842e-13
5.968558980384842e-13
5.968558980384842e-13
5.968558980384842e-13
5.968558980384842e-13
5.968558980384842e-13
5.968558980384842e-13
